comment,replies,date,user_name
It's funny that no one cares that they built their brands on being proud sexists but everyone is shocked when it turns out that they are also racists.,[],2023-04-05T14:41:49Z,@stormpooper3711
"I cringe every time I see ""the future is female"". Maybe it means something as the men are also turning female and playing in female sports, woman of the year winners have been men, companies celebrate international women's day with men dressed up as women, beer companies are now putting skinny boys dressed as women on the beer cans.....hmm maybe there is something to ""the future is female""..!",[],2023-04-05T14:29:18Z,@monp.4903
Women are emotional creatures that often make poor decisions based on emotional state. That’s why these women fail and destroy their relationships and businesses,"['Truth. The majority of women are much happier being homemakers, but these narcissistic gals are always poisoning that ideal.']",2023-04-05T14:25:49Z,@SimpleLifeSpoof
"A level 2 Karen.  She doesn't want to see the manager, she is the manager.

Of course, she is just as incompetent as the old boss and just as annoying as the Karen that is demanding to see her.",[],2023-04-05T11:51:02Z,@GeoFry3
Boss of WHO?  What employees?,[],2023-04-04T21:59:52Z,@GamerGuy51
"This is the first time I've ever heard Sheryl Sandberg talk, and I'm immediately turned off. She speaks in blanket generalities and in such a choppy ""Karen"" tone, I would rather speak to her manager. Edited to add: wow, your face is very shiny!",[],2023-04-04T20:50:17Z,@BluetheRaccoon
Girl Boss=Toxic Feminist Bully,[],2023-04-04T16:44:03Z,@Jersey1971
"there’s no such thing as a “girl boss”

all that a “girl boss” is is a sad, lonely, and psychotic woman who is 30+ who has no family, no morals, and multiple stds",[],2023-04-04T02:26:36Z,@RwandaBob
Great video…very insightful.,[],2023-04-04T00:03:22Z,@PurgeThunder
Girl boss?  More like brainwashed.,[],2023-04-03T13:18:25Z,@josephbrown9685
#Gatekeep,[],2023-04-03T06:53:24Z,@smileisafrown
They are all hot. Not an ugly one amongst them.,[],2023-04-03T02:02:18Z,@roberthunt1540
I don’t see why people give that OG #GirlBoss girl a hard time; Donald Trump has gone bankrup a couple times and look how far he’s gotten! 🤡,[],2023-04-03T01:18:43Z,@MrBiggles53
I’m so glad I am the only woman at my company. Zero bullshit.,[],2023-04-03T01:11:25Z,@ebaldwinATL
"Interesting that this downfall started with different factors, one of which was the pandemic. Which all of a sudden even the most super duper badass girlboss was looking for a male provider.",[],2023-04-02T20:32:46Z,@rockoorbe2002
"Women will never be government or business leaders. Their will be some but I doubt they ever break 30%. Why? Because men and women are different, what we want from work is different. Twice as many women graduate college than men also more resources and grants for women starting businesses, so why aren't twice as many companies and tech start ups started by women. Simple cross culture and across time one simple rule of human nature, women are judged by their looks men are judged by their status. For men grinding mean ls more and better mates, more respect. Women can be the smartest, richest, most successful person on the planet, it will have very little impact on happiness on mate selection, respect from community. As a man what a women dose for a living has absolutely no affect on if I want to date them. I cant remember what any women ive dated for last 25 did for living, i did not care at all. For woman what a man dose for a living is one of the most important factors. So what happens women climb that ladder and realize working 60-70 hours a week is no fun and other than bank account has not given them what they want, which is usually family, friend and community. Men will work 60 hour week and not think twice about it, he will get a sense of accomplishment, his wife will thank him for providing. Ladies do you want to work 50-60-70 hours a week so your husband can stay home with the kids? Or do you want to be home with the kids? Seriously think about it.","['Another point ""Ban Bossy""? Someone calling you bossy is what is holding you back? If being called bossy is to much for you, then being the boss is now the job for you. I am a team lead and have employed people. I get call @$$hole all the time. Being CEO and competing in the world is a mean cut throat place. No amount of mean words is going to change that.', ""Man repealer clothes? As a man this really makes me angry. Fashion is an industry that actually has alot of women in it. More white women and gay men per capita than any other industry. Blue collar guys are not making decisions about clothes. But then there is this ad clothes for women by women. It already is and has been for decades. Men we don't go shopping we don't know anything about fashion, you do ladies. Fashion is a woman world but somehow men still get blamed.""]",2023-04-02T20:13:05Z,@BodyByBenSLC
The Bourgois-she.,[],2023-04-02T19:01:37Z,@DrHotWarLove
"Great video, very interesting to find out pretty much everyone is equally full of shit. Also, the host looks like what I assumed Lizzie Macguire would look like when she grew up.",[],2023-04-02T02:50:18Z,@DS-gc7vg
"24:55 they’re all Jewish actually, not White",[],2023-04-02T00:22:26Z,@onthespiral4054
This video is anti semetic. Every woman you mentioned is Jewish,[],2023-04-01T23:57:15Z,@onthespiral4054
Never trust a woman with your money because you WILL be scammed 🤣🤣🤣,[],2023-04-01T23:50:06Z,@Dre2Dee2
Your cheek bones look like headlights on a car,[],2023-04-01T22:42:44Z,@onthespiral4054
"Women should focus on what they’re good at, being a support system for a man",[],2023-04-01T22:41:45Z,@onthespiral4054
I found the sound of that train to actually be sort of fitting in some weird sort of way. It essentially signify the fact that it was the end of the line for the girl boss.,[],2023-04-01T22:34:47Z,@robbieelkins2301
You mean that not just men but women to can be horrible abusive lying CEOs who are horrible to work for... What.,[],2023-04-01T18:41:48Z,@Penncentral-vr6mg
Girls don't like girls. Who ever thought that they would help each other?,[],2023-04-01T18:40:46Z,@dirt5547
I think lisa su of amd has done a amazing job and probably is a great boss.,[],2023-04-01T13:10:06Z,@RobertNaik
Gaslight gatekeep girlboss!!  to be fair. All they did was copy cringe Alpha culture from men,[],2023-03-31T21:26:55Z,@surnamematt
We're all toxic people. Just in different ways,[],2023-03-31T19:23:02Z,@whatwhat9519
"The ""girl boss"" term and all that franchise around it was/is terrible.",[],2023-03-31T18:11:43Z,@amhell2741
"Anyone that called themself girl anything or boy anything, hasn't grown up mentally and is a big red flag",[],2023-03-30T16:05:16Z,@CryptikSmOke
Lead don't Boss,[],2023-03-30T15:27:33Z,@leebennett1821
"So, women are like men: fake it til you make it then fk it and try to cash out before your business fails",[],2023-03-30T04:24:06Z,@thebluelunarmonkey
"I love your content & your videos are so well researched! But you're not fooling me, you're a mermaid! You don't have legs or feet! Kneecapless Siren.❤.",[],2023-03-30T00:48:17Z,@JeremiahAnderson-ru8cw
"Girl boss is ridiculous. Women boss, fine. 

Sad how, instead of focusing on helping women overall, it's turned into, ""must help people with a certain skin color.""
Women are women, stop with the racist garbage.",[],2023-03-29T23:50:53Z,@SayMyNameAgain
"I’ve had female bosses. Some good, some awful. Just like men bosses.",[],2023-03-29T18:17:51Z,@sirvilhelmofyonderland
"The Girlboss company always truly confused me, but didn’t your main company Nasty Gal fail so why am I taking business advice from you??",[],2023-03-28T13:42:50Z,@worrydarling
"There is no such thing as ""ethical"" company. Ridiculous. Companies have only one thing on their mind: profit. They will tell you stories you want to hear to make you buy. That's all.",[],2023-03-27T05:42:26Z,@ViciousGreeneyed
This is like woman who are unable to grasp that they can own a pickup truck like a normal adult without having to announce it with a bumper sticker that they’re “a woman who actually drives a truck!”. Women have been able to drive trucks for years. Another example is a woman who owns a gun buying it in pink. Woman believing they’re edgy because they can fix a toilet or change out a garbage disposal. Cringe. 🤮,"[""Ironically those women don't belong to the left but to the right. Conservative men are even more simped out than liberal men. They claim to want to fight the liberal degeneracy but can't even put their gals in line. These men dote on their daughters and treat them like men. Which at times comes off as very Oedipal which adds to the stereotype of the incestuous redneck. \n\nAnd the funniest thing is at times I can't tell apart the tatted up trailer trash Britney Tea from her feminist enemies.""]",2023-03-27T01:29:13Z,@Kirkwoodclay
These are the side effects when groups of people pretend they’re having struggles that were actually successfully addressed 20+ years ago.,"['THANK YOU!', '*cough* gay people']",2023-03-27T01:23:29Z,@Kirkwoodclay
Na hustle is something y'all took from people in the hood took make seem cool.,[],2023-03-26T07:03:32Z,@deathsite26
"All of this ""girl bossing "" is just a gimmick to get vulnerable women to get on board with exploitation. It's used extensively in the MLM industry.",[],2023-03-26T02:53:33Z,@cassiemontgomery45
"About to watch this and I suspect it to be the saddest video of them all. Seeing as how the wage gap thing is a big issue, thus, we all want women to succeed and beat the system that was created to keep them down and control them for no logical reason whatsoever. But I also know plenty of male CEOs fail and pretend they’re not failing until it boils over in the news. It’s possible there are just more male CEOs in general so more are failing and no one makes a big deal out of it (i.e. them going to court over it isn’t a big news story unless you’re Facebook or Amazon’s CEO) because there may be so many male CEOs out there.","['""we all want women to succeed and beat the system that was created to keep them down and control them for no logical reason whatsoever"". Elizabeth Holmes was funded primarily by men to startup a medical company after she dropped out of college. Doesn\'t fit what you said. \nHow does the existence of one more female CEO benefit you personally? We see time and time again the drive behind bosses and CEOs is to screw over everyone for power and money. No male was standing in the way of the female fashion CEOs and these women sht on everyone in sight. If you had a female CEO in your company, do you think she would stoop down to your level and help you level up? Power is power, and absolute power corrupts no matter what your genitalia or pronoun. With 60% of college graduates women, and if you\'re a graduate, look who you\'re up against. Did you pick a profitable major like STEM or did you doom yourself to low pay as a teacher or social worker? Men who want to make money certainly avoid those professions. The elite purposely have you (and me and most everyone else) fighting the wrong fight - women against men, when it\'s we the people vs the elites - this is that these male and female elites want to you to forget about.']",2023-03-25T20:46:07Z,@aprilwalterscheid
oh😃nice to know… feeling kind of judged by the comments as I have a literal youtube playlist called girlboss where i add advice videos to watch later,[],2023-03-23T23:42:41Z,@annaisabele4332
"If you want to be a boss, first of all you need to be a PRO in whatever you are doing. Then you need to become a good manager. After that you can be a boss. And by ""be a boss"" I mean see the future of your business and lead your team

It is not some kind of sport where you need to finish first. You may become boss after 30-35, even 40 or later when you'll be ready",[],2023-03-23T16:32:23Z,@NatBKyiv
Woke capitalism is perfect description. It allows them to be awful and deflect criticism because of their ideology. It is a grift.  I remember the cfo from Facebook trying to rid the word bossy. I thought it was so stupid and tone deaf. We call men who are bossy assholes. Is that preferable?,[],2023-03-23T10:08:53Z,@Elementalism
"I think we should be able to recognize a difference between ensuring that people are not barred from competing fairly because of the demographic labels, and trying to strangly force some kind of percentage based allotment of demographic labels.",[],2023-03-21T16:30:26Z,@t3tsuyaguy1
"Sexist, masaginistic title is offensively inappropriate and condescending.  A ""girl"" is a prepubescent female.  You are a jerk!
👎👎👎 and blocked 🚫",[],2023-03-21T10:56:30Z,@paintedpony2935
"These are really horrible examples of Humanity , No ah take that back..Their not even Human.",[],2023-03-21T00:26:04Z,@salvagedb2470
gaslight gatekeep girlboss,[],2023-03-20T19:46:03Z,@nyheeliahenningham
remember that every MLM business has you hustling to build that pyramid   MLM's Meet Bernie Madoff,[],2023-03-20T14:37:13Z,@raymondrobbins9495
Thanks for the video. Gaslight Gatekeep Girl Boss 👍,[],2023-03-20T14:30:27Z,@Tufferwear
Working for women is generally terrible across the board. Women don’t even like working for other women,[],2023-03-20T12:18:33Z,@Dougfunny37
"Any boss never refers to themselves as bosses. They refer to themselves by their job title i.e manager, CEO. The online people to call bosses boss are the ones that report to them. If you call yourself a boss your not actually a boss.",[],2023-03-20T01:42:18Z,@matthewdaub
"Women cried and whined forever, now they’re blowing up banks left and right. No more females in charge",[],2023-03-19T23:12:54Z,@thekingofkush4447
"ew, that Danielle girl stealing literally all of her ""ideas"" is disgusting. being inspired is one thing. blatantly ripping brands off and they lying about it claiming it as ur own is despicable.",['any hair stylist that sells Monet can NOT be trusted. 😂😂😂'],2023-03-19T18:42:32Z,@trailertrish
Elizabeth Holmes is the weirdest person on the planet. 😂😂😂,['She was going for a certain image/ public perception but the result was just weird. At the time I didn’t want to joke about it.'],2023-03-19T18:31:45Z,@trailertrish
uve become one of my fave youtubers since i discovered u a couple weeks ago. i cant stop wtching ur videos bc theyre so detailed and i love long videos! ❤,['loved the show Girl Boss btw. ive rewatched it many times ❤'],2023-03-19T18:18:41Z,@trailertrish
"First the say you're crazy, then they fight you, next thing you know you are convicted of fraud.",[],2023-03-18T21:19:35Z,@SideSwipeGTA
"I'm quite fascinated on how many of the comments are so focused on the word, ""girl.""",[],2023-03-18T07:04:55Z,@taurusteelpan
"I'm 52 and have never heard of this word before. But then again, I don't have any social media and only started with YouTube a year ago to research true crime and criminal profiling. The real world out there is completely different to the one I am seeing online.","['World is upside down as marxism has invaded prominent places in younger culture. You can\'t even say ""Thank you sir/ma\'am"" because the guy who took your order says he is a girl.']",2023-03-18T04:35:01Z,@Chicharrera.
"Women are vapid, impulsive, and easy to pander to. They follow any trend, especially if it is about being inclusive, ""empowering"" or ""nice"". That is why men are now beating them on top spots in sports. Soon they will be taking scholarships. And women let it happen 😂",[],2023-03-17T15:43:44Z,@alfredocornelio4329
"How about the founder of Frank, which was sold to JP Morgan.",[],2023-03-17T00:08:31Z,@tachyons2024
Good video till you referenced the term cis women,[],2023-03-16T17:30:45Z,@katinphilly1312
There should be women mandates to be sewer workers an 50 percent of combat forces !,"['janitors, construction workers, loggers, sanitation management, mechanics, roofers, lawnscape management.....']",2023-03-16T05:11:08Z,@reserva120
Female toxicity disorder makes goofy grossed men seem like bambi!,[],2023-03-16T05:08:36Z,@reserva120
"Stop using that therenos women to make a point. She was a fraud. And kind of a unique scam. She was a con artist, not a feminist icon.","['Meet the new boss, same as the old boss.  Holds true for both men and women. A girlboss is there to personally benefit from her position, just like a bossman.']",2023-03-16T03:42:33Z,@briangriffin8106
Is she listed in the dictionary as a example of a grifter?,[],2023-03-15T23:46:24Z,@nicholascosentino8492
"To be fair, EVERYTHING is twisted to pass for ""racism"". ""All inclusive"" has NEVER been good for business because it always ends up catering to the smallest segments of the population exclusively. Why? Because the woke mob is never satisfied so you HAVE to push every color of the rainbow except white and every ""trans"", (aka fat male incels pretending to be girls to increase their chances and to get revenge against every girl who ever turned them down,) and morbidly obese activist front and centre. This alienates everyone else and they won't buy your product. It is as simple as that. 

The message doesn't sell and the faster these narcissistic zoomers get with the program, the better.",[],2023-03-15T19:18:56Z,@GetBenched2010
Behind every 'girl boss' is a CEO with skeletons in his closet or a rich sugar daddy.,[],2023-03-15T18:49:48Z,@GetBenched2010
"I know a real “girl boss”- my late grandma. She loved her family and prioritised them always. She knew a lot of delicious recipes and had loads of love and wisdom to give us. She never complained about anything and was always grateful for everything she had. She was hardworking, patient and rejoiced in our successes and wept with us in our trials. We never deserved her. She’s now safe with Jesus Christ and I am looking forward to seeing her there. There is a part of me that regrets not showing how much I truly respected her when she was here with me. I hope I can at least make up for that by being a good son to my own parents.",[],2023-03-14T15:50:03Z,@aericabison23
"this episode, esp. the part about holmes, shows that men always do this shit, and no one call them out but women are imm. judged/scrutinized.",[],2023-03-11T22:37:09Z,@alanoudalqahtani5440
"I see this shit now with “support black businesses” “support brown businesses” … like yeah sure but I don’t think just because they are POC, it means anything about how ethical they are. Black and brown capitalism is still capitalism.",[],2023-03-09T10:14:40Z,@onlyhousestarklivesmatter
"Gaslight
Gate keep 
Girl boss",[],2023-03-07T07:03:15Z,@Evilsnake453
"Let's face it: without at least a college level education in basic economics and business, you won't be able to be an effective CEO unless you start with a large fortune to backup all your mistakes along the line of experience. Hubris is also a bad counselor. And let's be honest, that kind of mentality is the same that says ""boycott a poor country, which economy depends on foreigner brands, for their own good"" results are: the poor country becomes poorer and the Corp. just opens another factory somewhere else. False, idiotic and harmful ideologies.",[],2023-03-06T14:16:54Z,@marlsberlin7716
"I commend you on your research and delivery, you’re gonna be an amazing reporter one day - ✌🏼",[],2023-03-04T16:35:21Z,@marzypania
Elizabeth Holmes sounds like she's been sipping on too much cheap Vodka 😛,[],2023-03-04T14:47:50Z,@danieltorres-kw6dj
"I still have absolutely NO IDEA how Elizabeth Holmes managed to do what she did. The fake voice alone would have had me dying...

I absolutely support females taking control over their lives and getting that money and power what ever way they deem fit, as long as it isn't at the expense and damage of other women, or people. Same for the men folk. I just what people to be happy.  I hate how toxic our entire culture is.",[],2023-03-02T13:07:07Z,@joshuathomas043
I thought girlboss was just a meme... I had no idea it had a history like this xD,[],2023-03-02T09:22:28Z,@moonmun
Girlboss is one of those terms that's lost all meaning because it's overused.,[],2023-02-27T11:38:05Z,@jvtc
Great video! I never knew of this trend and frustrating to see a good idea be distorted into a manipulative device for scamming people. I’m keeping this in mind with future trends.,[],2023-02-23T17:55:40Z,@samhur4294
I’m a former executive assistant. And I can say the worst executives I supported were women and not men…,[],2023-02-23T03:45:44Z,@franchescadavis4180
how can I girlboss and gaslight and gatekeep?,[],2023-02-23T00:15:31Z,@joeburch6754
Ahh shexplaininging... this video was boss.,[],2023-02-21T10:49:52Z,@abe6517
I appreciate your perspective! Very refreshing,[],2023-02-19T21:59:14Z,@storey818
Great work,[],2023-02-19T12:47:10Z,@StephenHeiner
"Personally I don’t like when a term or phrase tries to “cover” an entire group. Some women don’t wanna be  the “girlboss” but still maintain positions of power in the business world. Or even shits on the women that is happy exactly where they are in their professional lives.  Or even the women that just don’t have that “girlboss/hustle hard” mentality. More introspective and introverted persons. 
When will Americans learn that “Work to live NOT Live to work” is why other countries are so much happier and even MORE productive!!! France has a 4 day work week, starts the day later, has “mandatory vacations” and regularly is shown in studies to be happier as a whole and just gets more done. A positive work/life balance just doesn’t seem to fit the “girlboss lifestyle” and way of living… 
Just seemed toxic to me.",[],2023-02-18T18:29:20Z,@ThestuffthatSaralikes
EXPLOI TA TIVE and IN CEN TA TIVE are distracting from the valid message of this sadly,[],2023-02-18T07:07:41Z,@yakirice
Girl boss is the equivalent of the “pick me girl” “I’m different than the other girls”,[],2023-02-17T18:59:19Z,@Mvivaldi1
"Totally off subject, I wanna hear Elizabeth Holmes sing. I bet she sounds like Barry White.",[],2023-02-16T23:10:35Z,@jessiejeanne9717
Gaslight. Gatekeep. Girl boss. 😂,[],2023-02-16T04:17:23Z,@sinwithanejay
The most unethical generation is worried about buying from only ethical companies? not sure about that one.,[],2023-02-16T00:17:56Z,@tatboyhotmail
The girl boss...hahahahahahaha. lasted about 2 years,[],2023-02-15T13:03:14Z,@realeyesrealizereallies1194
L❤ve this!!! I love the editing so much too you really did your thang on this,[],2023-02-15T11:47:55Z,@Jasimonster
I was born a biological male but I identify as a girlboss.,[],2023-02-14T01:31:47Z,@Falconlibrary
Fantastic analysis and uncovers some real insights.,[],2023-02-13T01:43:45Z,@supersnapp
"I honestly find it bizzar how people often overlook that  white feminist viewpoint can exclude those of other intersections of identity. I'm a South Asian woman who is Muslim by faith and I just don't relate to white feminism. My cultural upbringing whilst living in the UK and also getting to grips with faith lead me to have an identity alien to white feminism. I realise that white feminism often uses 'inclusive' as just women but ignored other intersections of identity and the way it creates further nuances in how people interact, especially in the workplace.",[],2023-02-12T18:56:39Z,@lunaskye621
"Another example of capitalism coopting any positive personal empowerment, and perverting it.",[],2023-02-12T05:02:04Z,@earnthis1
"Is it just me or does everyone  sound  like  they have been speeded up ,and to be honest we need to change our attitudes to each other and not just be more like the people we say were trying  to overcome  if recent history  tells us anything  it doesn't  work i mean look at Thatcher at the time  a lot of people  thought  a female  touch would be different  it wasn't  she only made it because  she was more macho  than  everyone  else we need to turn  away  from toxicity and exploration",[],2023-02-10T12:55:47Z,@davemitchell7330
All women's working spaces seems to look like lounges and not money making workstations,[],2023-02-10T12:52:44Z,@kyleanuar9090
The female bosses I’ve had were just my bosses. I’d think it would be patronizing to have referred to them as a girl boss.,[],2023-02-09T21:16:30Z,@inlyst
"It's not about empowerment or inclusion. It's about corruption, profit and greed dressed up as feminism. Case in point: Hillary Clinton.",[],2023-02-08T22:32:35Z,@Mloofylicious
That’s a great tattoo there,[],2023-02-07T01:14:30Z,@gr6058
Gaslight gatekeep girlboss,[],2023-02-06T13:19:22Z,@heatherwatts2005
The title of this video sucks… it’s implying that the downfall of strong powerful women… and I hope that never happens.. horrible choice of words,[],2023-01-31T17:55:17Z,@jaredhigley6450
"I've heard the term ""Boss B@%^h",[],2023-01-31T17:06:09Z,@js5787
its women like that that give women in power a bad name / make people doubt their ablity,[],2023-01-31T02:44:35Z,@superstarem
"Gaslight, Gatekeep, Girlboss! Lol",[],2023-01-29T11:33:20Z,@RawPetMealsAddictionTalk
Women are the Worst bosses overall in my experience...men forget they are mad in two days after you fuck up.,['@one one exactly lol'],2023-01-23T04:06:47Z,@LuvableAF
"gaslight, gatekeep, girl boss :)",[],2023-01-21T18:52:06Z,@lauragreene2175
Seems like alot of forbes 30 under 30 turn out to be bullshiiters that werent properly vetted long enough cause theyve barely been in the public eye more than a couple of years🤔,[],2023-01-15T20:23:14Z,@gingerpotter21
"When Billy Boy Clinton is endorsing you. You know it's a lie..
As a 49 yr old man who chooses to remain single, spend time with his kids, his friends and one self,  and just live a drama free life...I at times run across these type of women..or at least they want to be. 
They are a bore and a chore...
Stay away Gents...",[],2023-01-15T13:27:42Z,@jasonsump6574
Gaslight girlboss,[],2023-01-12T14:09:57Z,@shan80luvs
"Sophia Amoruso is absolutely not someone to look up to. I appreciate her initial 'hustle' in forming Nasty Gal but she stepped down from her company rightly so because she fired pregnant employees and was clearly a toxic 'girlboss' (the term itself and hustle culture is awful, the book also is so narcissistic and self glorifying), how can you have shame to try to build a half-arsed 'feminist foundation' after treating women in the workplace terribly and then selling the company to a fast fashion brand, even writing a book glorifying yourself. I guess she was trying to save face with this slap-dash 'foundation', to try and hide why her company failed and the mistreatment of women under her leadership. It's still now well buried and not much talked about that the mismanagement of her company was mistreatment of women and disregard for womens' rights in the workplace, the irony of it all. 'Girlbossing' didn't work for her, and lead to her company being bankrupt, so we should look to successful women who empower other women as role models. This shows her morals, treating her employees and fellow women terribly and happily supporting pollution of our planet - though I'll give her the second one as I'm not sure how much control she had in selling the company, though I'm sure it was a lot. 'Ambition, resilience and hard work' she claims she had on her terms involves stepping over everyone and flying morals out the window for money. Her energy is very much like Kim Kardashian and Molly Mae's tone deaf comments, only difference is Sophia 'got away' with it more because it was 2017.",[],2023-01-11T06:08:18Z,@linuxducky
gaslight gatekeep girlboss,[],2023-01-08T09:40:30Z,@djmotarolla
Note to self: don’t gain Forbes’ attention.,[],2023-01-06T23:03:36Z,@castawaykali
I feel like the worst part of this is it only strengthens the patriarchy our society has,[],2023-01-04T19:13:22Z,@gabriellegaubert7107
The girl boss movement and these girl bosses are inherently doomed to fail because women are caddy af and only build each other up to relish in the inevitable downfall,[],2023-01-03T07:54:05Z,@LiveFreeOrDie2A
"""Power tends to corrupt, and absolute power corrupts absolutely."" - John Dalberg-Acton",[],2023-01-02T19:39:35Z,@TheTrueLikeButton
"It really should have been a red flag that Holmes was lauded as this trailblazer for women in tech and medicine……when her board was ONLY made up of old men. Everyone in her inner circle were old men. That’s not opening doors for women, that’s just knowing how to play to the ego of older powerful men who felt like they had something to prove to the younger generation.",[],2023-01-02T04:09:46Z,@JoanRudith
"Gaslight
Gatekeep
Girlboss",[],2022-12-29T09:38:38Z,@Zaddy-Lu
Do you think Elizabeth Holmes purposefully lowered her voice? I am not criticizing her I am just curious?,[],2022-12-28T16:58:45Z,@rosesigner
"Girl Bosses: ""Men are so awful, they're the worst, they put women down, they're the root of all evil, women unite, am I rite?""

Also Girl Bosses: ""So yeah, we can't have plus sized women or people of color in our ads because it messes with the brand, and anyone who isn't the same color as us is inferior and we hate them."" 

I wonder how many feminists thought they'd rather work for a man after reading that.",[],2022-12-28T05:30:26Z,@Jman92854
GASLIGHT-GATEKEEP-GIRLBOSS,[],2022-12-27T23:42:49Z,@glorivetflores3961
I want to know why Elizabeth Holmes tried so hard to lower her voice. What was the motive?,[],2022-12-27T12:29:01Z,@Molly97614
THIS WAS THE VIDEO I LOST BUT WANTED TO WATCH,[],2022-12-26T22:12:23Z,@tulip5210
"WOMEN WILL STAND OUT ON STREET CORNERS SCREAMING HOW THEY CAN DO ANYTHING A MAN CAN DO , HOW THEY HAVEN'T EVER EVEN BEEN GIVEN A CHANCE, ETC. AND NOW LOOK WHERE WOMEN IN POWER ARE ? LYING , CHEATING , STEALING OFF OF SMALLER COMPANIES WHO ARE PROBABLY RUN BY WOMEN. GREEDY - GOLD DIGGING - MONEY/POWER HUNGRY FEMALES HAVE SET WOMEN IN GENERAL BACK EVEN FURTHER THAN BEFORE THIS WHOLE IDEA TOOK OFF. IGNORANCE BREEDS IGNORANCE. (SORRY ALL CAPS AS IAM LEGALLY BLIND)",[],2022-12-26T02:44:22Z,@clestemanning6357
Gaslighting gatekeep girlboss,[],2022-12-25T21:37:07Z,@courtneywatters1390
"Honestly, the only thing I agree with is people wanting others to be “oh-so relatable.” I don’t care if I’m relatable to people either. Why do I have to appeal to your humanity so much? 

On the men’s side of hustle/grind culture they actually TAUNT one another because the people that watch them aren’t getting up as early, don’t drink the same protein shakes, don’t have the cars, the money, the women. That’s why women always fall for scams, cults, and shams all the time. Maybe if women would lean into themselves and stop over-looking for community they wouldn’t have an unhealthy desire to relate to other women so much.",[],2022-12-19T19:33:01Z,@LoveAndSnapple
Why would a potential entrepreneur spend that much money on a weekend event?  It would be more better spent on getting your business set up.,[],2022-12-19T01:35:44Z,@hellenicblonde6117
"Gaslight 🔥 
Gatekeep 😊
Girlboss ❤",[],2022-12-16T13:33:47Z,@casuallycloudy6772
"""girl boss"" got less inspiring and became tacky when the live laugh love, MLM, toxic positivity, fake Karens got a hold of it.",[],2022-12-10T04:10:26Z,@zk6954
"i dont know how Id sound like, but im so distracted by how gorgeous you are, and yeah i love your videos heh",[],2022-12-08T09:40:19Z,@wonwoosglasses4183
The girlboss movement is like cancer to feminism...,"['3rd and 4th wave feminism is like cancer to feminism...', 'you cant give cancer to cancer']",2022-11-22T08:07:13Z,@DerriereLeMLM
"Oh the irony,  women acting in the same power roles as men can be just as corrupt. Say it ain't so.",[],2022-11-19T10:12:30Z,@Grambling88
Fantastic insight.,[],2022-11-18T16:57:50Z,@tee_ef_em
"What do feminists and the MCU have in common?
The fourth wave sucks.",[],2022-11-15T02:37:07Z,@caolanochearnaigh9804
"Do they not realize they are sexist against themselves when they say ""girl boss""? 😂
Gaslight. Gate Keep. Go Bankrupt. Step Down. Hurt Others. Girl Boss",[],2022-11-11T03:37:20Z,@mimipanini6066
gaslight gatekeep girlboss,[],2022-11-07T06:04:31Z,@leslie8449
"To be honest my Male Boss' were actually kinder than the Women Bosses I had. Yes I agree Women should be more up there, but it is not the gender that makes the business better. It is who the person is. If the person is crooked, does not matter what gender he or she is... they will always be crooked.

Gender will never cover your flaws.",[],2022-11-02T17:16:59Z,@realalldway-raw4996
Turns out being a girl boss also included being a nasty gal.,[],2022-10-31T01:03:04Z,@everredd2950
"Am an actual ""girlboss"" but have always loathed the term...am just...A  Boss😬",[],2022-10-13T20:11:10Z,@sofigag
gaslight gatekeep girlboss,[],2022-10-13T17:30:41Z,@ZackRasgriz
So some woman are toxic and people are shocked they both under cut other woman and claim to prop them up at same time.  Its almost like at the end of the day we are all people.,[],2022-10-11T00:18:11Z,@ASoberBear
"gaslight, gatekeep, girlboss!!!!",[],2022-10-04T14:35:32Z,@Whovian1098
"So many of these ""girlboss"" trends start from the smallest nugget of truth. Like the ""ban bossy"" thing. Are assertive women more likely to be called ""bossy"" than assertive men? Yes. But the whole ""ban bossy"" campaign was so ham-fisted and cringey right from the start. I remember at the time thinking I agree with the sentiment, but this isn't really starting any productive conversations about how we use language to talk about women in leadership. It just generated a lot of backlash and hate online.

And it's not surprising at all that nearly all of these are just riddled with racist controversies. It just makes it so blindingly obvious ""girlboss"" was just a term to launch branding and empower very specific women (many of whom already had wealth and power). And they had zero intention of actually opening any doors for anyone else.",['This is right on the money. Pun intended'],2022-10-03T22:38:29Z,@CaitieLou
Gaskeep Girl-light Gateboss,[],2022-09-29T18:25:17Z,@kristopherhokanson3796
"What pretentious crap ""girlboss"" is....yeah let's prove we can be just as greedy, self-absorbed and immature as men! Backfire. If they were really about rewarding hard work equitably they'd be singing a whole different song. Sandberg is the epitome of this ignorance...as if the only problem with our socioeconomic set-up is that there aren't enough female CEOs. What a joke. And that nut Elisabeth Holmes took it even further, the grifter of ""girlbosses"". Yuck. And is that her real voice?",[],2022-09-23T00:20:02Z,@joeanthony7759
"the train noises actually came in good timing, every time i see or hear the words MLM or Girl Boss that's also how my brain block them out, all in all fantastic video",[],2022-09-12T12:31:00Z,@SkullFoxDK
"I have a f3tish for the GirlBoss. BUt she has to be tall, rich, athletic, and white.",[],2022-09-12T06:23:22Z,@TFrills
"I love how these ""girl bosses"" never act like an actual female instead they act manly",[],2022-09-10T20:56:59Z,@uxiah
"I had a bunch of women as my superior and they were just people, some were assholes and some were the most lovely people i have ever met. These bitches were sociopaths before than women",[],2022-09-10T16:32:49Z,@lucasgaudio3720
