comment,replies,date,user_name
"REGARDING ""GIRL BOSS""/ FEMINISM- FEMALE EMPOWERMENT WOKENESS

Generally, i do NOT have any issue whether a character is ""BOSS"" or not irrespective of gender, race, sexuality, etc .... my PRIORITY is the story, good writing and implementation which includes without contradicting pre-established canon and lore for existing franchises.

For the example.... 

I find it quite odd that folks attack Captain Marvel and The Marvels movies for being  for pro-feminism wokeness yet the EXACT SAME FOLKS love and embrace ATOMIC BLONDE movie which is actually MORE WOKE pro-feminist above both Captain Marvel and The Marvels movies COMBINED.

Atomic Blonde is actually a better movie and many will agree on this yet it is MORE WOKE with *FEMALE EMPOWERMENT*.... Ask yourself why?!?

*Simple.... Because Atomic Blonde is a BETTER WRITTEN MOVIE even with its WOKE female empowerment-ism.*

EVERY MEDIA WE HAVE WATCHED THAT SHOWS A WOMAN DEFEATING A MAN IN ANYTHING IS FEMALE EMPOWERMENT and we have enjoyed many of them such as the KILL BILL movies. 

Some good and some bad.... Applies to ALL MEDIA doesn't matter if its woke or not. 

Atomic Blonde is NOT a perfect movie but still far better and more enjoyable than Captain Marvel + The Marvels despite being more woke.

Breakdown....

(1) ....Atomic Blonde being able to tank direct hits from well trained MALE agents better than them without superpowers, no assistance or extra abilities makes her more woke than Captn Marvel +  The Marvels whose extra super powers makes her and them  (Captain Marvel, Ms Marvel, Photon) almost invulnerable which provides extra-boost protection from damage.

Atomic Blonde makes the case for women being able to fight trained male fighters in direct combat like in UFC, Muay Thai and Boxing or whatever combat sports which is what the  extremist feminists are pushing IRL.

*Compared to Captn Marvel + The Marvels movies*.....

....that makes the case that women can NOT match men in direct combat without physical augmentation/ extra powers to make the women more powerful.*  Remember the scene at the end of Captain Marvel where the male villain said...

 ...[paraphrasing]... Lets fight without the powers, switch them off and challenge me.... [Captn Marvel refused and instead BLASTED HIM with an energy beam].

The ""message"" here is brutally crystal clear.

 Atomic Blonde heavily implies that if women pushed hard enough (like extremist feminists are doing) under their own natural  strength and endurance without support or assistance  or NO augmentation or extra-powers of any kind... a woman can ass whoop multiple men SINGLEHANDEDLY in direct combat.

 This has been the case for the vast greater abundant  majority (not all) of female lead action movies which involves martial arts and combat.

*And yet Atomic Blonde is much more enjoyable and BETTER movie than both Captain Marvel + The Marvels movies (+ Madam Web) COMBINED despite Atomic Blonde being more woke* .....

This is because of the BETTER WRITING and proper execution of Atomic Blonde made it a better enjoyable movie. 

(2) ....MALE VILLAINS.

Have u also noticed....greater majority (Not all) of such female action movies and/or tv shows have MALE VILLAINS as the final big boss bad guy like in the Black Widow, Atomic Blonde and even the beloved KILL BILL movies amongst very VERY many others. 

This was *NOT* in the Captn Marvel movies (Captn Marvel + The Marvels) as i pointed out earlier whereby both had female villains as the final big boss bad guy in both films.

I know that the final big boss called ""Supreme Intelligence"" in Captain Marvel movie was an alien AI but note that it presented itself as a female form/ a woman throughout the Captain Marvel movie.

(3) .....The WOKE LESBIANISM/ GAY

Notice this in Atomic Blonde movie is literally with a full-on in your face lesbian gay sex scene.

Where was the anti-woke outrage for this?

 Notice how there is no heterosexuality in the Atomic blonde and the lesbo/gay love making is literally shoved straight into the faces of the audience.  It wasn't even subtle or hinted at or innuendo but rather full blast. 

Compared to Captain Marvel movies also did not have any heterosexuality/ male-female love story but it did NOT have any sexuality in it of any kind. Instead it focused on friendship and familial bonds between best friends. 

I have seen some folks online have said Captain Marvel movie had lesbo innuendo between Captn Marvel and her best friend but that's subjective opinion which many disagree with.



TO CONCLUDE ....

Captain Marvel + The Marvels movies had several problems steming from BAD WRITING but wokeness is not part of it. 

Atomic Blonde is a better written movie which is why its more enjoyable than Captain Marvel + The Marvels.

I apply the same logic to the dumpster fire trash of SHE-HULK tv series and crap-fest SECRET INVASION . 

I enjoyed MOON KNIGHT, WANDAVISION and liked FATW (though i think it NEEDED more eps to be more satisfying but it was still good).

At the end of the day if wokeness is the sole blame for ""BAD WRITING"" then by that exact same logic means that non-woke content are ALL automatically 
awe inspiring and captivatingly superb....which is NOT true.

THERE ARE BADLY WRITTEN AND GOOD WELL WRITTEN WOKE AND NON-WOKE CONTENT IN EQUAL MEASURE.

Anyhow, don't watch what u don't like.....i also tend to do this


Nothing left for me to say on this, feel free to agree or disagree. It's just my opinion.",[],2024-05-01T00:00:44Z,@shadowone01x99
Leandra Medine - makes money off bashing/h*ting men....,[],2024-04-20T19:34:49Z,@believeyoume-nj2mt
"Gaslight, Gatekeep, Girlboss.",[],2024-04-17T21:25:39Z,@connormoreland7668
"When you consider how many people have been vilified and exposed for stealing designs from other artists, you'd think these ""influencers"" wouldn't even attempt it these days. SOMEONE is going to make the connection and drop the receipts (literally).",[],2024-04-14T13:57:01Z,@maisade
Rachel Hollis seems to be the biggest fraudster in womens history.,[],2024-04-05T09:29:51Z,@Symphonia1983
"Gaslight, gatekeep, girlboss~ ✌️😎",[],2024-04-05T00:45:22Z,@Kat_Braunschweiler
"Oh I remember Sophia Amaroso. Her books were everywhere, and I mean everywhere, even on random places that aren’t bookstores. I always wondered what exactly her achievements were, apart from being a boss of an obscure company who also happened to be a girl. I guess she just capitalised on a fad. 🤷‍♂️",[],2024-03-22T07:27:30Z,@Mr.Coffee576
At the core it’s white feminism and it’s a deeper topic that systematically ignores minority folk and marginalized groups,[],2024-03-20T05:15:14Z,@hellseaa
"Deversity for the sake of deversity makes busness go under. If women want to compete in the work place you need to take the best of the best.
If 70% of your option are white then the chance of that best person for the job being white is 70% (ignoring other factors) deversity is not a sestemic problem it is simple a % problem. So unless you are prepared to flood america with immergration which will increase the unemployment pool and decrease wages. You will not solve this problem.",[],2024-03-19T05:34:19Z,@jamesread4469
"""Dont use the work bossy its rude and makes my feels hurt"" sounds kinda bossy to me 😂😂😂",[],2024-03-19T05:16:08Z,@jamesread4469
