2018-12-04 01:00:03,"This podcast is great it’s full of insight. I’ve literally been the personal hype woman for this podcast sending it to all my coworkers, posting in our women’s ERG, and posting it on social media. It’s great knowing there are other women experiencing and thinking some of the same things as me, it’s also wonderful hearing ways to handle various situations that can occur in the workplace.",5,Mbgurl52,Love this podcast
2018-11-12 14:05:21,This podcast is food for my soul! I love every episode. Thanks so much for your hard work!!,5,Farmen Carmen FL,So in love with this podcast
2018-10-22 18:56:07,San Francisco is the only city that requires private employer to provide full paid 6 weeks leave to bond with your babies. How can we advocate and put a bill to provide longer paid parental leave nation wide?,5,mamabunny1st,Thoughts Parental leave
2018-10-13 02:41:30,"As a woman in a male dominated industry I value these conversations and sharing greatly, please keep them coming!!!",5,jgillPDX,I look forward to these!!!
2018-08-27 23:53:59,"I just finished listening to the Authenticity episode, and I can just say THANK YOU. This episode resonated so much to me and the struggles I encounter everyday at work. I am a Latina with a strong accent and direct personality, and being authentic at work has been more of a struggle than I ever thought, especially working for a Forbes Top 50 company. So thank you for encouraging me to be myself and the importance of it.",5,Gabygabym,Thank You
2018-10-10 20:55:49,"I really like some of the episodes, but others end up sounding more like social justice warrior rants about sexism and implicit/explicit bias. A bit too leftist for me.",3,Aimee176,Hits and misses
2018-08-08 01:15:01,They take on all the obvious topics but layer in views from professors and research. And the hosts offer such informed insights.,5,Grown Adult Woman,Fresh perspectives
2018-08-16 18:01:36,"This is fine. It’s good information. It’s not terrible original, but nice to have in context of a full episode. Focuses exclusively on heterosexual, cisgendered women. Sorry ladies, there are more than just straight cis women of different races if you want to include diversity. I mean I would even be happy with calling out that the information is focused only on a certain type of woman and they aren’t experts on the queer community so they can’t cover it. Not very impressive from a publication of this quality.",2,mmupperman,Narrow and Confused About What Intersectional Means
2018-06-20 00:54:02,"Love everything about this podcast, from the editors to the topics to the guests. I listened to season 1 in a few days and can’t wait for the next season.",5,salesmama,Can’t wait for more
2018-07-24 01:37:32,Love this...but the “mmm-hmmms” from the person who is moderating is extremely annoying. I had to stop listening because it was so difficult tune out.,3,asdryuccc,Moderator needs to only talk and not make random noises
2018-06-13 23:26:07,Loved this limited series. Wish there were more episodes- so much more to discuss.,5,"It's good, worth the download","More episodes, please!"
2018-06-10 20:38:31,Love this podcast! I was really sad to hear that it's a limited-run series. Please please create more! These conversations have been so beneficial to me professionally and as a woman.,5,rhotcjki,More more more!
2018-06-03 14:55:41,"This podcast is so incredibly helpful, empowering and interesting. Please make more episodes.",5,Janice2018,Please make more!
2018-05-31 02:26:47,"Informative, interesting and truly a great podcast. If they had a podcast episode every day, it wouldn’t be enough for me.",5,Tricia 😀,Great podcast
2018-05-17 03:33:29,"These conversations, especially the segment on being heard, is so valuable. I’m amazed at the honesty shared here and will share it with my colleagues as well! Thank you.",5,Heffer Forbes,Excellent and Valuable
2018-05-19 15:36:56,"It just isn’t. There was a law passed YEARS ago that mandated that women get payed the same as men, so the idea that women get payed less than men is ludicrous. Of course this isn’t brought up in the workplace because IT DOESN’T EXIST!",1,#DoodleHero2015,Wage Gap Isn’t Real
2018-05-08 02:17:06,I have so appreciated these discussions and diving into these topics.,5,roseotto789,Thank you. Please keep going!
2018-04-29 01:41:48,"When is season 2 coming!?!?!? Please, please, please soon!!!! My favorite podcast ever!",5,julie dre,Season 2?
2018-04-14 02:03:04,"This podcast was fantastic-o!!!! The energy of the three main HBR hosts, the diversity of guests, ideas, and topics, it was so relatable! And I simply love Sarah Green Carmichael. She is so down to earth and asks such great questions. Thank you for this. So timely!! 🙌🏾",5,Robebear,Muy Excellente!!!!
2018-04-12 05:15:10,My go-to podcast for all women at work things related. Fantastic! Keep it up!,5,Liv <3 xoxo,My go-to
2018-04-08 03:48:58,"I love Women at Work and getting tips and tricks for the workplace, which despite being fulfilling, can leave this woman feeling exhausted and frustrated at times.",5,___HS___,More episodes please!
2018-04-02 13:40:57,"A friend recommended this and I inhaled all the episodes.  I love it to much that I’ve been inspired to have a podcast club.  I invited some female colleagues from other firms and we will be discussing the each episode of the podcast- like a book club. 
Please make more.",5,CurlyATX,Inspired my first podcast club
2018-03-21 12:05:08,I’m sad this podcast is over! Please make more episodes!,5,Missm11118,Don’t go!
