review_id,rating,title,content,date,developer_response,user_name
4960441958,4,Timeline confusing,"Enjoying so far but it’s difficult to keep up with what’s happened before or if we’re jumping back in time or forward. Think there should be a quick recap before each episode perhaps. Just doesn’t seem to be going in a coherent timeline so I’m like “wait, what?”",2019-10-17 06:06:11-07:00,,Liz Kamille
4959168689,5,Scumbags,"How many other scumbags like Epstein, Maxwell and Windsor are out there degrading teenagers?  Wonderys usual outstanding storytelling based on meticulous research.",2019-10-17 01:05:02-07:00,,Joburg Joller
4956396593,5,Absolutely Brilliant,"Only four episodes in but have listened to them one after another, it’s unreal stuff. More brilliant work from Wondry.",2019-10-16 10:25:12-07:00,,Mayo4SamAgain2018
4954677530,4,You need to listen to this!,This series really gets into the details of what went on with Epstein. It makes be angry and sad really that he and his associates got away with it for so long. And how is Maxwell still walking free!!!!!!,2019-10-16 02:43:39-07:00,,Tofufah
4920012474,4,"So far, so good","Seriously, can’t believe there are people out there who behave so despicably and get away with it did so long. It’s an education to listen to this podcast and is sickening to think what money can buy. 
Good podcast, voice over, clear facts and informative. Enjoying it.",2019-10-10 14:07:28-07:00,,Grels
4906786597,1,BROKEN: the original and better Epstein pod,I’m actually surprised at wondery for not QCing this. Tragic.,2019-10-07 17:06:46-07:00,,SweaterBoyCutie
5982742126,5,Excellent story,Informative story very well narrated but the amount of adverts is off putting.,2020-05-23 01:30:52-07:00,,irishblarney
5198329293,1,Ruined by so many ads,Far too many ads. Stopped listening. Pity as the content is good.,2019-11-25 22:41:50-07:00,,mk ireland
4956085599,4,Shocking stuff - great podcast,"Lindsay does a fantastic job of narrating one of the most harrowing abuse storys of our time. It really shines a light on the abuse of powers, minipulation of wealth and the social injustic that faces women. Interesting podcast",2019-10-16 08:54:05-07:00,,Brenny Penny
4880382171,1,Ads endless make it impossible to listen,Intrusive endless adverts,2019-10-03 17:22:00-07:00,,RosemaryPallas
7155871623,3,I just see 2 episodes...,Where can i find the rest,2021-03-28 12:32:03-07:00,,3)((;)
5848548623,5,Great podcast,"Absolutely a fascinating podcast about Jeffrey Epstein and Ghislaine Maxwell and the trail of terror that they have left behind. However, lots of unanswered questions unfortunately remain for his victims and investigators.",2020-04-22 08:01:34-07:00,,Emoe_02
5256375680,5,Spectacular reporting on the heaviest of facts,I listened in one ride.,2019-12-10 08:20:39-07:00,,Rhea Artista
5255971709,3,Shame about the ads,"I like the content and quality but I absolutely hate the ads, they are very long and most annoying they are told by the same voice as the podcast so it is hard to tell the difference between the ad and the content.",2019-12-10 06:06:00-07:00,,Martijn R. M.
5194940995,4,"Well researched and narrated, the amount of commercials is crazy and annoying",As title says. It's a shame,2019-11-25 02:19:14-07:00,,GijsM - Ajax
5136559933,4,Nice podcast but so. Many. Ads,"The podcast is great, but the ads are so annoying, about 3 /4 per episode.",2019-11-14 04:06:40-07:00,,bjven
5088484135,5,Series full of suspense,Great podcast series full of suspense with the right cadence and all the information packed together for a full view of all these surreal events that took place. Highly recommend!,2019-11-05 01:44:03-07:00,,maeyen
9301505826,5,Really Well Told,Thank you again Lindsay Graham for a thrilling chilling story. I wish Mr Epstein didn’t die and had to face the consequences and shame. Interesting that he would rather die than face up to his ruined reputation. Priorities I suppose.,2022-11-18 01:24:05-07:00,,FionaJane2017
6331774785,5,Great podcast!,"The mysterious Mr Epstein is a very appropriate title. There are many theories on how he made his millions/ billions but there is no clean cut story. I like that this podcast investigates his background. Providing a more complex story, compared to current documentaries that just feature the victims account. It becomes very repetitive.",2020-08-17 17:46:48-07:00,,CBrown89
5213526441,5,Brilliant,Love this guys podcasts. Excellent as usual,2019-11-29 13:42:52-07:00,,Nattyg113
5093085728,5,Thank you,It’s heartening to know there are people out there who will stand up to “the rich & famous” & make them accountable. Well done & keep it up!!,2019-11-06 01:54:59-07:00,,Nephthyz
5048689299,5,Brilliant series,"Thank you for this immersive and intriguing in-depth look into the chilling life and times of JE. 

The production is excellent and evocative through the subtle sound fx, music and narration. 

In content, it rightly leaves many important questions unanswered about how the worlds most powerful people have not been bought to justice. 
However it fills in and provides a richly detailed timeline of his life and pattern of manipulation and abuse. 
These days who needs the golden age of tv when material like this is at hand. Thank you.",2019-10-29 20:46:32-07:00,,Nicola Liberatti
5004312123,4,Too much advertising of other wondery podcasts,Enjoy the podcast but the length of ads and advertising of other wondery podcasts leaves little time for the actual subject to be covered.,2019-10-23 19:27:50-07:00,,y32k
5428195988,5,The best in-depth narrative of Epstein,"From his beginnings, perpetrating his first large fraud, to how he became known as a mathematic and scientific genius (although questionable), through to his ultimate downfall. It does seem as if he always had protection, regardless of the crime - it does cause pause as to who or what was his real benefactor/s and if they decided to terminate him as he had become too much of an unmanageable liability and had outlived his use since the risk of continuing to protect him was not worth the ROI and the risk of possible exposure.",2020-01-20 11:04:44-07:00,,Ndebeledoll
5375234095,5,Brilliant storytelling,"Smooth, easy narration style coupled with just the right balance of story and description. Brilliant podcast, thanks Wondery!",2020-01-08 00:17:19-07:00,,Jungle_Queen08
5007149202,5,Awesome,Awesome,2019-10-24 07:46:42-07:00,,Derasmus531
11574729222,5,Great podcast,Clinton was not left out like some of these idiot Trumpers are claiming. Epstein hung out with both Clinton and Trump and the podcast covers both.,2024-08-05 05:05:37-07:00,,Dw223407
11530846434,5,Great podcast,Don’t listen to this whiny trumpers. Lindsay does it again. Well researched. Great podcast. Highly recommended for everyone.,2024-07-24 14:08:12-07:00,,Xyz1111123
10460042852,5,Top-notch research and excellent presentation! Definitely listen!!,"I am VERY picky about podcasts and I positively DEVOURED this one in one day! It’s a fascinating and unflinching- not to mention horrifying!- post-mortem of Epstein’s life, crimes, and ultimate death. Each episode fearlessly strips away the mountains of excuses and “buck-passing” of those who should and could have stopped the monster and lays bare the legal/judicial failings and free passes, financial shell games, extortion, and intricate web of political and personal grooming, manipulation, pay-offs, pattern of trading favors with those in power, and careful coercive control employed by Epstein to amass his fortune and gain his “Untouchable” status. The importance of this examination cannot be overstated! While the subject matter is often difficult to listen to, he is always respectful of the survivors of Epstein’s reprehensible crimes and we need to know how this happened in order to ensure that it never happens again, and it’s plain that THAT is the mission of this podcast. 
The narration is engaging, -he doesn’t go off on too many tangents but he does interject at some points with appropriate comments that you’re almost certainly thinking yourself (for example, if there’s a quote from someone who’s lying through their teeth, he’ll say something like, “COME ON! We ALL know that’s a lie!”)- fast-paced, always clear, and easy to follow. With the energy of a drama, you will almost definitely be yelling at whichever device you’re using to listen to this podcast at pretty much every twist and turn!! I HIGHLY recommend this podcast, both for those who followed the story as it unfolded, as well as those who are thinking, “Jeffery who?” 
Absolute 10/10 from me!",2023-10-10 11:28:26-07:00,,Becscan
10229109687,1,Epstein didn’t..,Kill himself,2023-08-07 02:02:10-07:00,,zombie0651
9810673860,1,Tainted information,Another example of people being obsessed with including Trump in every topic. Enough.,2023-04-11 07:56:02-07:00,,JUtah31
9738086130,5,Amazing and personally horrifying.🕊️,Ep 7 is real!!!,2023-03-21 16:29:15-07:00,,MMiche!!e
9655736874,5,Listen,"Listen, just try it if you are just trying to get a broad sense of what happened with short, informational podcast then try this one. I love Linsey Gram and the story telling is great. So if you are looking for a deep dive that goes over every detail then try something else.",2023-02-25 16:36:41-07:00,,oofivypopo
9070706406,3,Agenda,"I’m a fan of Lindsey Graham BUT, Very disappointed that Men involved aka Clinton / Hollywood were left out!  Trump had very limited interaction as opposed to Gates and Clinton and he is mentioned repeatedly hmmmm - very very disappointed to see the “agenda” at work here!",2022-09-10 06:03:43-07:00,,blingitonbella
