timestamp,content,rating,user_name,title
2019-10-20 09:11:39,"STAFF BREAKS SILENCE AND PLAY STUPID. Each one of them said they saw young girls in and out of his house but didn’t know what was going on because “no one talked about it” or “said anything” and “he never touched them out in the open”. Are we supposed to be sympathetic to them? What was the purpose of this episode? No new information was given nor does it help the situation because all of them kept their mouths shut for over 10 years. The driver is ridiculous. How could he condemn the pilots when he doing the exact same thing, picking up and dropping off the girls!?!?!? Just because they saw their ID. So you have been this mans driver for 10 years and every single girl you picked “maybe” looked of age. He sometimes only had to wait for a couple hours for them. I wonder if he thinks when you rent motels by the hour it’s only for sleeping purposes. You and your work buddies would call him a pedo!?!? It made me cringe when he said that the girls would be in a better mood after they left. That’s because $300 is a lot for a TEENAGER! But hey I get it Epstein was the only rich guy in New York that needed a driver and house staff.",1,MakeOutMonica,Episode 6 should be called.....
2019-10-16 22:48:45,Good listen! Expose everybody though! Even Bill Clinton!,3,jarrodanthonyhodgebebton1991,Decent
2019-10-17 18:56:36,Where is all the dirt on all the democrats? Other than that good story,2,jailforclintons,One sided?
2019-10-17 18:15:42,The chauffeur is the worst... has nothing relevant to say and they just keep repeating him saying “the pilots were nice guys.”  Skip this podcast.,1,frostysnowflakes,Ugh
2019-10-12 08:47:07,"The story jumps around a lot, repeats itself, and introduces and, almost verbatim, reintroduces characters and settings. I kept asking myself, “Wait, didn’t I already hear this one?”

That said, it’s worth listening to. The story is insane. The gist? There’s credible evidence that global power players like Bill Clinton and Prince Andrew has sex with minors at Jeffrey Epstein’s mansions and on his private jet. Epstein probably didn’t commit suicide. And, lastly, there’s probably videos of all the sex acts and they’re with a guy who is hiding out in Russia.",3,Zinnerfonda,"Choppy, but interesting story"
2019-10-12 03:55:29,"I just started listening to this podcast and also Broken. Both are covering different victims and witnesses filling in the gaps.  As these progress I look forward to how and when they start indicting those vial accomplices, whom are dining well, living life. I read about Ebstein in 2016 and watched the political wheels of both the Clintons and Trump neither of which would open this can of worms. Now we all know why. Ecstatic, they have shamed Acosta -  slime balls- all of them. Wish Ebstein was still alive in prison, he  got off easy.",5,Now queen hydrator,Filling in
2019-10-07 15:36:49,"Worth a listen . Was disappointed that it’s episode 4 and Bill Clinton is mysteriously missing from the story. Being a hard hitting journalist means setting your personal , political leanings aside. You lose journalistic credibility when you go out of your way to shield well known democrats.",5,migney moo,Good story
2019-10-08 20:14:38,And Clinton’s an angel. Way to left leaning. More like propaganda,1,kky5,Too politically focused!
2019-10-03 19:10:53,You need to erase her and her Mother from your podcast. Weinstein taint on them both. I dont believe a word they say. And Bloom thinks Andrew should own up and be honest. Huh. There’s the pot calling the kettle black. Don’t give them airtime please. I might have to delete this from my library.,4,kfigluc,Lisa Bloom? Really?
2019-10-07 00:51:59,The Kardashian ruins what would have been a decent show,1,ih8millennials,Californians
2019-10-06 22:20:02,"Not really any proof, just repetitive here say.",1,showaqha,Repetitive
2019-10-05 11:38:25,"Always have to bring in Trump. Like or dislike him he has little to do with Epstein. It seems as though many people in higher places with more power than a New York business man( Clinton, Prince Andrew), also thought Epstein was a “Terrific Guy”. I am an independent so this is not a Donald loving review, I am just so tired of hearing about him in every pod cast can’t you keep politics out of it? We all need a break and just want to be entertained.",1,e1o1s1l1,Politics ruin it.
2019-10-04 02:40:39,Get a real British person to do Andrew’s accent-surely they can’t be hard to find. The American dude faking his accent has to go.,3,Kittybo57,Good but
2019-10-03 14:44:21,"The story is good, a little out of order. The audio isn’t that great at times because it’s a lot of phone calls",4,frustrated tweeter 😫,Good but could improve
2019-10-03 17:13:08,"Why on earth would you air Lisa Bloom on this podcast. She is a Weinstein enabler & shares her very low opinion with Weinstein about women who report abuse.

She is disgusting. So is her Mother.",1,Sjeckers,LISA BLOOM IS A DISGRACE
2019-09-28 15:43:07,"It’s a terrific story. And I’ll keep listening. But because information is presented non-chronologically - and sometimes with no date at all - and because information on the same topic is presented in different episodes, the podcast is confused, confusing, and, occasionally, apparently self contradictory. As a result, the podcast raises more questions than it answers. Michael Dugan’s story, in the bonus episode, is an example. 

Dugan says that he obtained copies of Epstein’s blackmail videos from the lead investigator in the Palm Beach case; that the investigator died mysteriously shortly after Epstein’s arrest; that the FBI, claiming to have a sealed indictment, searched Dugans house - and, inexplicably, without arresting Dugan despite the claimed indictment - seized the videos (presumably Dugan copied them and concealed copies); that the tapes and their decryption codes are now with persons in 5 countries; but none of them have both the codes and tapes; and that Dugan has set up a plan for videos to be disclosed should anything happen to him. Dugan ? In the Russian Federation under a grant of asylum, fearing for his safety and his family’s. 

Dugan’s story - for which Dugan offers little evidence or analysis - reads like a Tom Clancy novel. But not a word of it, to my knowledge, has been reported in the U. S. media.",4,JoJo 8ball,Interesting But Hard To Follow
2019-10-03 11:31:56,Why are they including any input from Lisa Bloom and Gloria Allred? Those two hypocrites represented Harvey Weinstein and helped him cover up his predation. More proof you can’t trust anyone in this world.,5,oakhh3,I like it BUT...
2019-10-03 07:30:14,Just another slam on Trump! More political BS to make Trump look bad. Trump had nothing to do with Epstein. Trumps testimony to authorities was instrumental in Epstein’s arrest in 2008. Also Epstein was banned from Trumps night club after he tried to proposition a 14 year old at the club. Sounds like the podcast got their information from the mainstream media. I don’t trust any of this because of the little false implication that Trump was anything like Epstein.,1,applespicecake,Epstein
2019-10-01 22:10:44,It is really obvious who are you try to trash and then you suggest that Clinton just use his plane ha ha ha the man is a pervert and Epstein even have a picture of Clinton in his house.....I don’t even want to go to de other men that you try to clean up. I listen to three episodes and could not even finished that one because your biases.,1,Maglava,Sides
2019-09-29 21:22:41,Lol the excuses people make. “These stories are just like conspiracy theories. I don’t know why politics are being brought up....” etc etc etc.  Do you other reviewers really think this man magically got rich? Please. Blackmail. Period. You won’t ever see the proof on others either. Guarantee it’s been destroyed already.,5,Carol22l,Really...
2019-09-26 17:15:04,So in listening to episode 3 there is some confusing facts. One person says Chris Rock was a known passenger and someone else says it was Chris Tucker. Whichever Chris was not involved with Mr Epstein I can imagine might be pretty upset with having his names linked to Mr Epstein.,3,Laustin1125,Confused
2019-09-24 10:23:39,I don’t understand why everyone had to speak so fast. Please slow down the speed. Some of the words are running together and it is difficult to understand.,3,Reggie4589,Epstine
2019-09-25 16:34:03,I wanted to hear about Epstein - not how Trump was definitely his friend but Clinton barely knew him - that’s not even possibly true considering Clinton flew on his plane 27 times and Trump kicked him out of Mar a largo for soliciting underage girls. Listen to this podcast if you want a weird pro Clinton slant to this but I call BS,1,Uniquely_Awesome!,Ummm politics much?!
2019-09-24 02:40:07,They’ve interviewed people who’ve met her and know how to say it. Just mimic that!,3,Ella_Vader,Gritting my teeth every time the narrator says Ghislaine
2019-09-22 05:44:10,The Hidden Truth Show podcast does great deep dive interviews with people close to Epstein. This one is a good start; check out hidden truth show to go deeper.,3,janthonybr,Good but check out Hidden Truth Show!
2019-09-23 15:19:07,"I was midway through the second episode before I stopped listening and unsubscribed. The people interviewed provide no facts just opinions, especially the female journalist whose name I can’t remember. There are plenty of facts on this monster available. Listening to that woman comment on how his house did not live up to palm beach standards was enough for me to turn it off.",2,preferred facts,Too much conjecture
2019-09-23 15:05:19,You discredit yourself in the first 3 sentences. Next.,1,ol Carl,Trump didn’t like him.
2019-09-22 15:50:04,Honestly way too long yo be waiting for a subsequent episode. What is this 2004?,5,YoMomsMan123456678,Disappointing turn around time
2019-09-21 21:40:13,Thank you interviews great can’t wait to hear the rest.  Don’t pay any attention to negative reviews.  Well done,5,adele57,Great podcast
2019-09-21 08:56:15,"Never heard of JE until the charges came out. An interesting listen to this and decide whether he was a genius or a grifter.   I don’t know where the disparaging reviews are coming from, I am truly enjoying the listen.",5,SusieQ58,So far pretty good
2019-09-19 18:11:58,"Really enjoying this so far. Not sure what this silly recent spate of bad reviews (mostly referring to the host’s voice) is about. I find it very well produced and easy to listen to. Methinks another (less well-produced, more chatty) podcast covering Epstein might be defensively posting bad reviews...allegedly. I tried that one, but the hosts are really off-putting. Unlike the other one, this podcast has great interviews with actual people in the know. Keep up the good work.",5,JeniWhyWontReviewsGoThru,Good start
2019-09-19 02:34:41,This really shows the sad facts drawn  from years of investigating this horrific story. Well done-,5,Facts Surface,Facts
2019-09-19 17:52:56,Hosted by a sex pervert,1,jimstclare,Made by a sex pervert
2019-09-14 14:02:53,There are SO many details in this that I’ve never heard. Wish it was longer! Can’t wait for next week.,5,EllieMVOB,Can’t believe it
2019-09-17 01:50:48,There is no speed adjustment in settings. OMG the narrator sounds like she had a dozen shots of espresso mixed with Adderall & Red Bull! Horrible narration,1,Jenrhe,Talks way too fast
2019-09-16 04:44:41,I found it jarring that your narrator repeatedly mispronounced Ghislaine Maxwell’s name.  The “S” is silent — which is evident on any cable network or by listening to the woman interviewed in this segment.,2,EmLeFay,Know your material!
2019-09-12 22:25:51,This is so interesting and good. So many details I didn’t know. I wish it came on twice a week.,5,EastEZ,Soooooo Gooood
2019-09-12 18:13:53,"The story of Jeffrey Epstein is so bizarre, twisted and mysterious that it's tough to know what to believe. This podcast seems to be providing some welcome illumination, and I'm curious to see where it goes.",5,MediaGeekCentral,Great Insight Into a Twisted Case
2019-09-12 17:23:51,Loved The First Episode! Really goes into detail on how insane he truly was!,5,Elippman,Really good!
2019-09-12 16:00:24,I love them! Can’t wait to hear where this goes!,5,KoligStoodunt,Conspiracies
2019-09-12 14:31:51,"And so, the plot thickens. Can't wait to hear how this insane story unfolds.",5,@pagesarah,The Plot Thickens
2019-09-12 14:23:20,I’m already hooked and ready for the next episode!,5,GagaForAudio,Let the games begin!
2019-09-12 14:23:10,cannot wait to hear more,5,leah44444,so so excited for this!!
2019-09-10 14:29:36,The story that keeps growing. This one sounds juicy!,5,Riothag,"Well, this should be fun!"
2019-09-05 15:17:00,Looking forward to listening to listening to the real time reporting!!,5,Comedy227,So real time!
